"","dates","titles","push","id"
"22",2017-07-10,"[新聞] 強迫護理師「付薪買假」　亞東醫院：過",720,"M.1499675131.A.3B8"
"23",2017-07-10,"Re: [問卦] 誰是台灣第一的Rapper?",215,"M.1499676291.A.35E"
"24",2017-07-10,"[新聞] 是真的！世大運把「泳池」搬進捷運　網",127,"M.1499676864.A.D0E"
"25",2017-07-10,"[爆卦] 中國統戰全面入侵台灣村里長系統",559,"M.1499678507.A.679"
"26",2017-07-10,"Re: [問卦] 懶覺好像被人動過",117,"M.1499682569.A.63D"
"27",2017-07-10,"[新聞] 29歲重機騎士撞護欄丟命 幹譙嬤半小時前",178,"M.1499683751.A.05D"
"28",2017-07-10,"Re: [爆卦] 中國統戰全面入侵台灣村里長系統",135,"M.1499687269.A.35E"
"29",2017-07-10,"[問卦] 年薪六十萬被嫌窮？",290,"M.1499690216.A.EFC"
"30",2017-07-10,"Re: [新聞] 自稱「台灣人」馬上服務變好　網傳這幾個",226,"M.1499694126.A.C3C"
"31",2017-07-10,"[新聞] 柯文哲批前瞻燒到高雄舉債 陳菊怒了",259,"M.1499697501.A.619"
"32",2017-07-10,"[問卦] 打LOL被貓貓GANK該怎辦？",123,"M.1499701815.A.777"
"33",2017-07-11,"[新聞] 餃子<U+306E>王將社長 親赴八方雲集「摸底」",101,"M.1499702779.A.F6F"
"34",2017-07-11,"[新聞] 林口長庚醫生保證書契約",222,"M.1499703061.A.32D"
"35",2017-07-11,"[問卦] 最強幹話是哪一句?",110,"M.1499704494.A.000"
"36",2017-07-11,"[新聞] 女友嫁給毀容士兵「全程沒笑容」　婚姻只",115,"M.1499707430.A.CBB"
"37",2017-07-11,"Re: [新聞] 死者都被酸 陸生不敢碰PTT",143,"M.1499713658.A.9AE"
"38",2017-07-11,"[爆卦] 替代役男遭機關職員放話威脅",506,"M.1499728718.A.B8A"
"39",2017-07-11,"[新聞] 少子化嚴重 今年出生數恐跌破20萬",361,"M.1499729155.A.AB2"
"40",2017-07-11,"[新聞] 打槍射進水杯！氣質OL聞到精液味氣炸…",269,"M.1499729401.A.02D"
"41",2017-07-11,"Re: [新聞] 少子化嚴重 今年出生數恐跌破20萬",248,"M.1499736087.A.ECD"
"42",2017-07-11,"[爆卦]{發P幣}3分鐘解讀前瞻軌道建設 (結語)",213,"M.1499738533.A.E79"
"43",2017-07-11,"[新聞] Mr.拉麵社長：「台南不要學京都。」",114,"M.1499739237.A.ADA"
"44",2017-07-11,"[新聞] 前瞻預算只有1張A4紙　黃國昌罵：審得下",190,"M.1499740611.A.3E5"
"45",NA,"",103,"M.1499745006.A.F23"
"46",2017-07-11,"[問卦] 用一個字形容你最近的近況",108,"M.1499746063.A.109"
"47",2017-07-11,"[新聞] 別想翻牆 傳陸下令未來半年切斷VPN",459,"M.1499746197.A.530"
"48",2017-07-11,"[新聞] 不反前瞻計畫　柯Ｐ：反對軌道建設由多個",134,"M.1499747967.A.EBB"
"49",2017-07-11,"[ＦＢ] 洪慈庸FB: 前瞻應將少子化納入",119,"M.1499748150.A.C44"
"50",2017-07-11,"[新聞] 台語髒話包羅萬象嘆為觀止　日治官員還出",262,"M.1499748604.A.C0E"
"51",2017-07-11,"[問卦] 菲律賓自助餐",119,"M.1499749774.A.5BD"
"52",2017-07-11,"[新聞] 看了臉書才知 自己土地變成別人的",305,"M.1499750372.A.CC3"
"53",2017-07-11,"[新聞] iPhone 8驚天價！蘋果內幕大神估：台幣3",153,"M.1499750384.A.F21"
"54",2017-07-11,"[問卦] 我好像找到建築系最狂論文了…",149,"M.1499752534.A.7B0"
"55",2017-07-11,"[爆卦] 機車國道逆向被鴿子擊落了",781,"M.1499753959.A.B9C"
"56",2017-07-11,"Re: [新聞] 少子化嚴重 今年出生數恐跌破20萬",243,"M.1499755862.A.8C9"
"57",2017-07-11,"[新聞] 日本社長：拉麵在台灣賣得太貴了",183,"M.1499756561.A.0FC"
"58",2017-07-11,"[問卦] 高雄討了一堆錢 有像台灣第二大城?",118,"M.1499757701.A.41D"
"59",2017-07-11,"[問卦] 有沒有RO跟楓之谷誰的音樂比較好聽的八卦",103,"M.1499758211.A.644"
"60",2017-07-11,"[問卦] Fanal Fantasy哪一代是神作？",118,"M.1499760325.A.3FC"
"61",2017-07-11,"[新聞] 超挑釁！謝和弦剪五星旗　強國網友崩潰「",336,"M.1499761519.A.DAD"
"62",2017-07-11,"[新聞] 憂無法到台積電工作 交大碩生鎖屋內燒炭",233,"M.1499762640.A.531"
"63",2017-07-11,"[問卦] 女生先考上國考 就會跟沒考上的男友分手?",127,"M.1499769241.A.44C"
"64",2017-07-11,"[ＦＢ] 黃國昌：連小學程度的加法都搞錯？",221,"M.1499770262.A.E59"
"65",2017-07-11,"[ＦＢ] Ching-Yi Liu (劉靜怡) 前瞻落日條款",210,"M.1499772089.A.40F"
"66",2017-07-11,"[問卦] 有沒有很勵志的歌?",192,"M.1499775797.A.B0B"
"67",2017-07-11,"[問卦] 給你三百萬當高三學生你願意嗎",525,"M.1499778688.A.917"
"68",2017-07-11,"[問卦] 發錢遊戲",260,"M.1499778840.A.806"
"69",2017-07-11,"[新聞] 中國網友哭哭！ 北京當局將禁止VPN翻牆",129,"M.1499782298.A.DC3"
"70",2017-07-11,"Re: [新聞] 柯文哲批前瞻軌道　林全嗆：作為市長講",139,"M.1499784373.A.BD5"
"71",2017-07-11,"[ＦＢ] 黃國昌_其實不是算錯，是剪貼錯了",173,"M.1499784627.A.0C4"
"72",2017-07-11,"[問卦] 有沒有張學友少人知又好聽的歌的八卦",271,"M.1499786550.A.B8D"
"73",2017-07-12,"Re: [新聞] oBike亂象 柯P：科技走在法律前面",153,"M.1499789244.A.4C8"
"74",2017-07-12,"[問卦] 反覆高燒沒原因",109,"M.1499806816.A.B39"
"75",2017-07-12,"Re: [新聞] 不反前瞻計畫　柯Ｐ：反對軌道建設由多個",301,"M.1499812609.A.ED1"
"76",2017-07-12,"[新聞] 遊西班牙整團遭竊　一女失護照滯留2天",145,"M.1499815573.A.6AD"
"77",2017-07-12,"[新聞] 洪慈庸批前瞻忽視少子化 網友：請洪姐姐",288,"M.1499821098.A.E08"
"78",2017-07-12,"[新聞] 警方弄錯車牌號碼　她花10年拼回自己清白",252,"M.1499823511.A.BC9"
"79",2017-07-12,"[新聞] 解決少子化快生小孩？ 洪慈庸：大家一起",120,"M.1499825116.A.E64"
"80",2017-07-12,"[新聞] 凌晨高雄街頭 1男打2老婦不敵求饒",116,"M.1499826028.A.A7B"
"81",2017-07-12,"[新聞]退將軍事化指揮反年改 對總統陳抗升會戰",111,"M.1499827533.A.176"
"82",2017-07-12,"[問卦] 無蝦米和新注音誰比較快？",108,"M.1499828495.A.F20"
"83",2017-07-12,"[爆卦] 洪慈庸開嗆亞東醫院和新北市勞工局吃案",283,"M.1499829017.A.408"
"84",2017-07-12,"[ＦＢ] 陳其邁 Chen Chi-Mai  有貓貓",118,"M.1499832048.A.3DA"
"85",2017-07-12,"[問卦] 輸入法打ㄅㄐ，第一個是什麼詞",250,"M.1499832671.A.6CC"
"86",2017-07-12,"[新聞] 不服併排停車罰600 她申訴成功改罰2400",536,"M.1499834178.A.731"
"87",2017-07-12,"[新聞] 巴拉圭總統提3次蔣介石 外交部通譯卻不翻",219,"M.1499834532.A.DA8"
"88",2017-07-12,"[問卦] 小氣的台語到底要念什麼",109,"M.1499835189.A.B8A"
"89",2017-07-12,"Re: [新聞] 噁爛公公強摸哺乳媳婦奶！還嗆：騎你又如",365,"M.1499839297.A.55B"
"90",2017-07-12,"[新聞] 試營運不到半個月　花蓮天空步道竟碎裂",117,"M.1499840235.A.204"
"91",2017-07-12,"[新聞] 柯文哲呼籲成立「捷運總局」　林佳龍：?1",141,"M.1499840716.A.ADA"
"92",2017-07-12,"[新聞] 直擊／劉子千被父譙「畜牲」首露面：是男",157,"M.1499841019.A.678"
"93",2017-07-12,"[新聞] 違規？自家車位停轎車+重機　遭管委罰1萬",332,"M.1499841744.A.64E"
"94",2017-07-12,"Re: [新聞] 「要被性侵了」高職女LINE群求救被當玩",188,"M.1499846801.A.1D0"
"95",2017-07-12,"[問卦] 為什麼捷運沒有中山高中跟中山大學站",315,"M.1499850417.A.8B5"
"96",2017-07-12,"Re: [新聞] 陸電競隊在台遭辱 台灣觀眾風度有這麼差？",243,"M.1499851095.A.843"
"97",2017-07-12,"[問卦] 為何台獨 = 皇民日倭？",129,"M.1499851714.A.539"
"98",2017-07-12,"[爆卦] 亞東醫院血汗電影院：無間道之有內鬼",499,"M.1499856854.A.F7F"
"99",2017-07-12,"[爆卦] 我是時代力量前黨工 我要爆時力網軍的料",194,"M.1499862993.A.5BB"
"100",2017-07-12,"[新聞] 中國走向民主？經濟學家分析「可能永遠無",109,"M.1499863303.A.F03"
"101",2017-07-12,"Re: [爆卦] 我是時代力量前黨工 我要爆時力網軍的料",367,"M.1499865105.A.67C"
"102",2017-07-12,"Re: [爆卦] 我是時代力量前黨工 我要爆時力網軍的料",321,"M.1499870449.A.733"
"103",2017-07-12,"[爆卦] 三多商圈有八家將在亂",129,"M.1499871153.A.E2E"
"104",2017-07-12,"[新聞] 30萬把「共享雨傘」全不見了 創辦人：這",127,"M.1499871549.A.E78"
"105",2017-07-12,"[新聞] i8售價恐爆貴 入門款估3.67萬起",135,"M.1499874193.A.961"
"106",2017-07-12,"[ＦＢ] 柯文哲-原來，東門市場可以這麼潮",132,"M.1499874473.A.4C2"
"107",2017-07-13,"[問卦] 為何日本路上進口車很少?",223,"M.1499882453.A.6CF"
"108",2017-07-13,"[新聞] 他20年前當兒面砍死妻 出獄潦倒求兒扶養",192,"M.1499897128.A.2AF"
"109",2017-07-13,"[問卦] 金城武起床了嗎?",134,"M.1499899993.A.E37"
"110",2017-07-13,"Re: [爆卦] 我是時代力量前黨工 我要爆時力網軍的料",304,"M.1499902097.A.46A"
"111",2017-07-13,"[新聞] 啪！男遊客拿石敲裂「親不知子步道」玻<U+BC31>",142,"M.1499902749.A.BFA"
"112",2017-07-13,"[新聞] 台商20年來最大遷徙！郭台銘領軍，84家台",134,"M.1499903845.A.90B"
"113",2017-07-13,"[爆卦] 葉宜津：台北市人口沒比台南多",259,"M.1499906298.A.180"
"114",2017-07-13,"[新聞] 日本今早處決2死刑犯 安倍第二次內閣累",101,"M.1499908011.A.8CA"
"115",2017-07-13,"[新聞] 再嗆蔡英文！謝和弦飆：支持你的青年很",215,"M.1499909567.A.4CE"
"116",2017-07-13,"[爆卦] 一早看到一堆屍袋堆在走道上…",114,"M.1499911136.A.B47"
"117",2017-07-13,"[新聞] 珍惜眼前人 嬌妻發飆趕丈夫睡客廳 夫再也",111,"M.1499912149.A.BBF"
"118",2017-07-13,"[新聞] 停車不慎車輛墜海 車主決定回家睡覺 ",145,"M.1499914906.A.449"
"119",2017-07-13,"[問卦] 市政府捷運站30坪店面就可以無業狂玩?",145,"M.1499915229.A.1C2"
"120",2017-07-13,"Re: [新聞] 紅火蟻入侵大阪 專家推斷蟻后登陸已久",279,"M.1499919353.A.DE9"
"121",2017-07-13,"[新聞] 破天荒！4架F-16掛8枚魚叉飛彈 佈陣伺候",112,"M.1499921496.A.D84"
"122",2017-07-13,"[新聞] 「來就拖吊！」 台中市拒絕oBike投放",132,"M.1499925863.A.F59"
"123",2017-07-13,"[新聞] 印尼破史上最大安毒走私　台首腦被擊斃",102,"M.1499926630.A.494"
"124",2017-07-13,"[爆卦] 館長竟敢嗆我家聖結石！！！！！！",122,"M.1499929395.A.AAA"
"125",2017-07-13,"[新聞] 柯P推「週五搭捷運上班」 網嗆：臭死了",243,"M.1499931097.A.A3B"
"126",2017-07-13,"[新聞] 藍委向林全砸水球 立法院臨時會癱瘓",107,"M.1499932606.A.49E"
"127",2017-07-13,"[新聞] 世大運票房慘兮兮　海外門票僅賣1138張",250,"M.1499936901.A.27C"
"128",2017-07-13,"[新聞] 糊塗警害她冤十年 天天吞藥怒考律師",204,"M.1499941564.A.300"
"129",2017-07-13,"[問卦]哪一些書是必讀的經典之作",205,"M.1499941727.A.409"
"130",2017-07-13,"[新聞] 減少冗事不追小債？ 柯P：花十元追討一",153,"M.1499947700.A.5C3"
"131",2017-07-13,"[爆卦] 郭文貴在直播說 第三季要爆台灣的事情！",128,"M.1499949601.A.71A"
"132",2017-07-13,"[新聞] 「不轉不是印度人!」 印度發起抵制中國",113,"M.1499951406.A.2D4"
"133",2017-07-13,"[爆卦] 劉曉波過世了",664,"M.1499952416.A.67C"
"134",2017-07-13,"Re: [爆卦] 劉曉波過世了",102,"M.1499956393.A.D85"
"135",2017-07-13,"[問卦] 貓貓只會吃跟睡還會幹嘛？",108,"M.1499958031.A.BDB"
"136",2017-07-13,"[爆卦] 微博現在全面禁止蠟燭表情符號",508,"M.1499958792.A.C9B"
"137",2017-07-13,"[ＦＢ] 黃國昌　越看越困惑",340,"M.1499959848.A.EBB"
"138",2017-07-14,"[爆卦] 7/14各大報頭版",238,"M.1499978275.A.8AC"
