"","char","freq"
"2748","地鐵",144
"2749","維安",144
"2750","治安",144
"2751","寶",143
"2752","提前",143
"2753","13000",143
"2754","表示",143
"2755","抗爭",143
"2756","輸給",143
"2757","痛批",143
"2758","來說",143
"2759","板橋",143
"2760","101",143
"2761","戀愛",143
"2762","這輩子",143
"2763","GDP",143
"2764","app",143
"2765","樂",143
"2766","列車",143
"2767","鍵盤",143
"2768","外星人",143
"2769","防",143
"2770","欺負",143
"2771","方向",143
"2772","神奇",143
"2773","死掉",143
"2774","苗栗",143
"2775","極限",143
"2776","紅茶",142
"2777","心裡",142
"2778","刪",142
"2779","老鼠",142
"2780","做到",142
"2781","排擠",142
"2782","規劃",142
"2783","虧",142
"2784","李富城",142
"2785","表決",142
"2786","稿",142
"2787","興奮",142
"2788","師批",142
"2789","學姊",142
"2790","5000",142
"2791","XXXXGAY",142
"2792","慶富案",142
"2793","新生",141
"2794","薯條",141
"2795","警局",141
"2796","崛起",141
"2797","請假",141
"2798","載",141
"2799","單車",141
"2800","阻止",141
"2801","知識",141
"2802","閃",141
"2803","肥宅們",141
"2804","HIV",141
"2805","代",141
"2806","歌詞",141
"2807","球迷",141
"2808","哪首",141
"2809","名人",141
"2810","假日",141
"2811","隨便",141
"2812","容量",141
"2813","賴神",141
"2814","公民",141
"2815","服",141
"2816","夢到",140
"2817","跑車",140
"2818","成本",140
"2819","退出",140
"2820","持刀",140
"2821","魔",140
"2822","懷念",140
"2823","留學生",140
"2824","ㄋ",140
"2825","洗腦",140
"2826","妮妮",140
"2827","汙染",140
"2828","很慘",140
"2829","好好",140
"2830","彈",140
"2831","操",140
"2832","十大",140
"2833","性騷擾",140
"2834","OK",140
"2835","建",140
"2836","爪",140
"2837","消滅",140
"2838","外遇",140
"2839","不准",140
"2840","凈",139
"2841","抗",139
"2842","集合",139
"2843","選票",139
"2844","贊助",139
"2845","台灣人",139
"2846","老闆娘",139
"2847","大街",139
"2848","年紀",139
"2849","耶",139
"2850","下來",139
"2851","民間",139
"2852","一路",139
"2853","黃種人",139
"2854","消防員",139
"2855","語",139
"2856","瞧不起",139
"2857","檢察官",139
"2858","炒",138
"2859","很爛",138
"2860","日本妹",138
"2861","捷",138
"2862","火力",138
"2863","不吃",138
"2864","糞",138
"2865","熟女",138
"2866","中華電信",138
"2867","m",138
"2868","紫衣",138
"2869","法律系",138
"2870","聽過",138
"2871","基因",138
"2872","主因",138
"2873","小蘿莉",138
"2874","移工",138
"2875","耳機",138
"2876","專訪",138
"2877","警報",138
"2878","youtube",138
"2879","邀",138
"2880","命案",138
"2881","代言",138
"2882","劉備",137
"2883","李茂生",137
"2884","狗狗",137
"2885","製作",137
"2886","請辭",137
"2887","大人物",137
"2888","腰",137
"2889","博雅",137
"2890","大雨",137
"2891","兒童",137
"2892","詞",137
"2893","說好",137
"2894","擦",137
"2895","便利商店",137
"2896","鴻海",137
"2897","軟",137
"2898","更好",137
"2899","認罪",137
"2900","余光中",137
"2901","北捷",137
"2902","父親",137
"2903","認證",137
"2904","勞方",136
"2905","宣戰",136
"2906","新娘",136
"2907","面前",136
"2908","下場",136
"2909","認",136
"2910","心中",136
"2911","單親",136
"2912","三立",136
"2913","DPP",136
"2914","淘汰",136
"2915","場地",136
"2916","魚",136
"2917","數恐",136
"2918","流出",136
"2919","節",136
"2920","魅力",136
"2921","居然",136
"2922","肯德基",136
"2923","鍾",136
"2924","兇手",135
"2925","智強",135
"2926","嚇壞",135
"2927","捐款",135
"2928","離",135
"2929","屁",135
"2930","暴怒",135
"2931","鮮肉",135
"2932","合照",135
"2933","電動",135
"2934","領先",135
"2935","社區",135
"2936","鳥籠",135
"2937","過分",135
"2938","33",135
"2939","政權",135
"2940","罷工",135
"2941","爬",135
"2942","刪除",135
"2943","強姦",135
"2944","宅宅",135
"2945","Line",135
"2946","關注",135
"2947","擁有",134
"2948","74",134
"2949","侯漢廷",134
"2950","拜",134
"2951","屁孩",134
"2952","大媽",134
"2953","知",134
"2954","以來",134
"2955","一步",134
"2956","屋",134
"2957","閱卷",134
"2958","水餃",134
"2959","五星旗",134
"2960","815",134
"2961","制裁",133
"2962","112",133
"2963","蔡正元",133
"2964","攤",133
"2965","情緒",133
"2966","主動",133
"2967","陳建州",133
"2968","走路",133
"2969","護航",133
"2970","智慧",133
"2971","消",133
"2972","直",133
"2973","一篇",133
"2974","闖紅燈",133
"2975","離譜",133
"2976","倒退",133
"2977","周年",133
"2978","兒",133
"2979","勝",133
"2980","最爽",133
"2981","福衛",133
"2982","激怒",133
"2983","旅館",133
"2984","百",132
"2985","北上",132
"2986","打破",132
"2987","制",132
"2988","全裸",132
"2989","階級",132
"2990","縣長",132
"2991","回歸",132
"2992","友",132
"2993","團隊",132
"2994","甜",132
"2995","地下",132
"2996","司法",132
"2997","篇",132
"2998","審",132
"2999","訊息",132
"3000","人選",132
"3001","高調",132
"3002","聖粉",132
"3003","歌曲",132
"3004","忠",131
"3005","先進",131
"3006","優勢",131
"3007","費",131
"3008","萬華",131
"3009","打算",131
"3010","PS4",131
"3011","好多",131
"3012","29",131
"3013","打仗",131
"3014","情人",131
"3015","傷害",131
"3016","一台",131
"3017","火車站",131
"3018","抄襲",131
"3019","倒數",131
"3020","調薪",131
"3021","小妹",131
"3022","不理",131
"3023","姚",131
"3024","不過",131
"3025","喝茶",130
"3026","邱議瑩",130
"3027","駕照",130
"3028","愛國同心會",130
"3029","榮耀",130
"3030","南京大屠殺",130
"3031","拉屎",130
"3032","觀眾",130
"3033","暢談",130
"3034","不去",130
"3035","命運",130
"3036","修惡",130
"3037","火速",130
"3038","鄉下",130
"3039","剪",130
"3040","贊成",130
"3041","硬碟",130
"3042","學到",130
"3043","犬",130
"3044","同婚",130
"3045","專區",130
"3046","有多強",130
"3047","中部",130
"3048","曹操",130
"3049","共同",129
"3050","AA制",129
"3051","脫",129
"3052","豬",129
"3053","差異",129
"3054","部分",129
"3055","嘴巴",129
"3056","名稱",129
"3057","資源",129
"3058","義",129
"3059","旗",129
"3060","意見",129
"3061","H",129
"3062","上帝",129
"3063","高官",129
"3064","99",129
"3065","瞬間",129
"3066","支付寶",128
"3067","友善",128
"3068","34",128
"3069","子彈",128
"3070","方便",128
"3071","林靜儀",128
"3072","嚇到",128
"3073","國安",128
"3074","舉重",128
"3075","大賽",128
"3076","納粹",128
"3077","KTV",128
"3078","暴力",128
"3079","降",128
"3080","深",128
"3081","成就",128
"3082","福利",128
"3083","禮拜",128
"3084","輕鬆",128
"3085","小嫻",128
"3086","人去",128
"3087","條款",128
"3088","幻象",127
"3089","天下",127
"3090","景點",127
"3091","戴資穎",127
"3092","輸不起",127
"3093","亡國論",127
"3094","風力",127
"3095","打死",127
"3096","臨時",127
"3097","阿公",127
"3098","啤酒",127
"3099","管制",127
"3100","道路",127
"3101","澎湖",127
"3102","民國",127
"3103","愛吃",127
"3104","監獄",127
"3105","弊案",127
"3106","來了",127
"3107","風暴",127
"3108","痛哭",127
"3109","介紹",127
"3110","吃過",127
"3111","藝術",127
"3112","果粉",127
"3113","嫌犯",127
"3114","統派",126
"3115","課本",126
"3116","看待",126
"3117","下跪",126
"3118","人妻",126
"3119","開打",126
"3120","成龍",126
"3121","併",126
"3122","180",126
"3123","現",126
"3124","夯",126
"3125","買到",126
"3126","突",126
"3127","車廂",126
"3128","歐",126
"3129","從小",126
"3130","謝淑薇",126
"3131","孤獨",126
"3132","親戚",126
"3133","風",125
"3134","民視",125
"3135","颶風",125
"3136","中壢",125
"3137","逃",125
"3138","藍營",125
"3139","件",125
"3140","惡",125
"3141","一塊",125
"3142","空間",125
"3143","圈",125
"3144","奕",125
"3145","流失",125
"3146","雙城",125
"3147","東亞",125
"3148","門票",125
"3149","支",125
"3150","印",125
"3151","反甲",125
"3152","求救",125
"3153","休息",124
"3154","多益",124
"3155","錯誤",124
"3156","彩虹",124
"3157","手搖",124
"3158","失眠",124
"3159","外省人",124
"3160","內政部",124
"3161","省",124
"3162","體驗",124
"3163","清大",124
"3164","協議",124
"3165","歸",124
"3166","軍事",124
"3167","祭",124
"3168","魯",124
"3169","介入",124
"3170","裸體",124
"3171","沒來",124
"3172","風險",124
"3173","拍賣",124
"3174","360",124
"3175","天班",124
"3176","貼圖",124
"3177","考不上",124
"3178","Dcard",124
"3179","白宮",124
"3180","買票",123
"3181","郝",123
"3182","啪啪",123
"3183","劇情",123
"3184","陸軍",123
"3185","桌球",123
"3186","高速公路",123
"3187","腦袋",123
"3188","擠",123
"3189","放在",123
"3190","險",123
"3191","勞檢",123
"3192","情人節",123
"3193","過來",123
"3194","板主",123
"3195","都市",123
"3196","瘦",123
"3197","綜藝",123
"3198","迷",123
"3199","打壓",123
"3200","寶可夢",123
"3201","乾",123
"3202","VPN",123
"3203","苦",123
"3204","捐血",123
"3205","滿意",122
"3206","加州",122
"3207","有多紅",122
"3208","陸生",122
"3209","完美",122
"3210","差不多",122
"3211","槍擊",122
"3212","教育部",122
"3213","軍中",122
"3214","不在",122
"3215","好用",122
"3216","雪",122
"3217","按摩",122
"3218","特色",122
"3219","自卑",122
"3220","國內",122
"3221","穩定",122
"3222","米其林",122
"3223","翻轉",122
"3224","運",122
"3225","盧麗安",122
"3226","當時",121
"3227","邀請",121
"3228","三萬",121
"3229","萬一",121
"3230","賣淫",121
"3231","贏了",121
"3232","職",121
"3233","高捷",121
"3234","新鮮",121
"3235","煙",121
"3236","晚",121
"3237","插隊",121
"3238","重傷",121
"3239","牌",121
"3240","餓",121
"3241","高學歷",121
"3242","無照",121
"3243","候選人",121
"3244","柯建銘",121
"3245","最難",121
"3246","作品",121
"3247","轉彎",121
"3248","我該",121
"3249","派出所",121
"3250","大腿",121
"3251","小穹",121
"3252","德州",121
"3253","受歡迎",121
"3254","買不起",121
"3255","基督徒",121
"3256","純",121
"3257","柯南",121
"3258","台中人",121
"3259","對不起",121
"3260","項目",121
"3261","無敵",121
"3262","行銷",121
"3263","力挺",121
"3264","差點",120
"3265","願",120
"3266","年齡",120
"3267","董",120
"3268","猝死",120
"3269","犯台",120
"3270","不足",120
"3271","競爭力",120
"3272","奪",120
"3273","霾",120
"3274","白色恐怖",120
"3275","經濟學",120
"3276","皇帝",120
"3277","理想",120
"3278","大葉",120
"3279","在意",120
"3280","阿嬤",120
"3281","潑",120
"3282","OL",120
"3283","特赦",120
"3284","中小",120
"3285","認同",120
"3286","男排",120
"3287","被騙",120
"3288","醉",120
"3289","魔人",120
"3290","仇恨",120
"3291","報復",120
"3292","成不了",120
"3293","絕食",120
"3294","要說",119
"3295","整理",119
"3296","嬤",119
"3297","興趣",119
"3298","進行",119
"3299","外交",119
"3300","洪秀柱",119
"3301","兩天",119
"3302","怒吼",119
"3303","非洲",119
"3304","想法",119
"3305","自私",119
"3306","志",119
"3307","凶宅",119
"3308","林志玲",119
"3309","黑色",119
"3310","搬",119
"3311","竹科",119
"3312","啪",119
"3313","營運",119
"3314","閃電",119
"3315","執行",119
"3316","颱",119
"3317","葉",119
"3318","席",119
"3319","美元",119
"3320","雙胞胎",119
"3321","女警",119
"3322","之星",119
"3323","剛好",119
"3324","實驗",119
"3325","這時",119
"3326","本土",119
"3327","王者",119
"3328","風電",119
"3329","便",119
"3330","安全帽",119
"3331","年度",119
"3332","古文",119
"3333","單",119
"3334","怎摸",119
"3335","內衣",118
"3336","發言人",118
"3337","首例",118
"3338","魔法",118
"3339","超人",118
"3340","不斷",118
"3341","霸",118
"3342","總理",118
"3343","禿頭",118
"3344","蛋糕",118
"3345","舉",118
"3346","文化局",118
"3347","害死",118
"3348","充滿",118
"3349","操場",118
"3350","門口",118
"3351","掛嗎",118
"3352","期中考",118
"3353","發射",118
"3354","有感",118
"3355","留學",117
"3356","議會",117
"3357","令",117
"3358","醫",117
"3359","協助",117
"3360","台商",117
"3361","覺醒",117
"3362","嬰兒",117
"3363","大人",117
"3364","再次",117
"3365","雷",117
"3366","武力",117
"3367","一日",117
"3368","複製",117
"3369","鹹",117
"3370","聖誕",117
"3371","TWICE",117
"3372","難民",117
"3373","委員",117
"3374","這句",117
"3375","床",117
"3376","求職",117
"3377","劉",117
"3378","職棒",116
"3379","濕",116
"3380","明文",116
"3381","感染",116
"3382","四川",116
"3383","電動車",116
"3384","商",116
"3385","家族",116
"3386","雙北",116
"3387","嚇",116
"3388","早就",116
"3389","不可",116
"3390","上線",116
"3391","V",116
"3392","堂",116
"3393","導致",116
"3394","新生兒",116
"3395","Seafood",116
"3396","色",116
"3397","裝病",116
"3398","洛杉基",115
"3399","一邊",115
"3400","51",115
"3401","吹冷氣",115
"3402","恐龍",115
"3403","坦承",115
"3404","雞蛋",115
"3405","上市",115
"3406","比台灣",115
"3407","花媽",115
"3408","親",115
"3409","為廷",115
"3410","智力測驗",115
"3411","自然",115
"3412","協商",115
"3413","處置",115
"3414","沾",115
"3415","押",115
"3416","弱勢",115
"3417","對手",115
"3418","碰",115
"3419","APP",115
"3420","Ptt",115
"3421","DJ",115
"3422","天生",115
"3423","兩段式",115
"3424","登記",115
"3425","媽祖",115
"3426","包圍",115
"3427","恭喜",115
"3428","求婚",115
"3429","減",114
"3430","速度",114
"3431","埃及",114
"3432","可悲",114
"3433","Gogoro",114
"3434","披薩",114
"3435","同樣",114
"3436","眼鏡",114
"3437","玩遊戲",114
"3438","全台灣",114
"3439","透露",114
"3440","捲",114
"3441","下面",114
"3442","人民幣",114
"3443","忙",114
"3444","桶",114
"3445","恐攻",114
"3446","加強",114
"3447","工業",114
"3448","合",114
"3449","搜",114
"3450","囧",114
"3451","被叫",114
"3452","優質",114
"3453","炫耀",114
"3454","不出",114
"3455","劉樂妍",114
"3456","兩次",114
"3457","世界盃",114
"3458","報名",114
"3459","彩繪",114
"3460","什",114
"3461","政黨",114
"3462","預測",114
"3463","遙香",113
"3464","丸",113
"3465","媒",113
"3466","捨",113
"3467","執法",113
"3468","聯手",113
"3469","北檢",113
"3470","跨年",113
"3471","持",113
"3472","錄音",113
"3473","殺死",113
"3474","優點",113
"3475","婚宴",113
"3476","54",113
"3477","跌",113
"3478","意識",113
"3479","一片",113
"3480","放屁",113
"3481","玻璃",113
"3482","ㄅ",113
"3483","反同",113
"3484","繳",113
"3485","致詞",113
"3486","加碼",113
"3487","重視",113
"3488","血汗",113
"3489","令人",113
"3490","當街",113
"3491","難看",112
"3492","收費",112
"3493","85",112
"3494","事實",112
"3495","助",112
"3496","過期",112
"3497","豆導",112
"3498","回不去",112
"3499","不開",112
"3500","法案",112
"3501","普妹",112
"3502","吐",112
"3503","殺手",112
"3504","蟲",112
"3505","屠殺",112
"3506","開除",112
"3507","顛覆",112
"3508","核武",112
"3509","清楚",112
"3510","判斷",112
"3511","逃逸",112
"3512","悲劇",112
"3513","出面",112
"3514","野生",112
"3515","形象",112
"3516","家中",112
"3517","不停",112
"3518","政客",112
"3519","達人",112
"3520","華視",112
"3521","一碗",112
"3522","週刊",112
"3523","諷",112
"3524","140",111
"3525","戀",111
"3526","泰",111
"3527","螞蟻",111
"3528","什摸",111
"3529","七",111
"3530","黃智賢",111
"3531","機制",111
"3532","一件",111
"3533","身份",111
"3534","服貿",111
"3535","雖",111
"3536","臭豆腐",111
"3537","MV",111
"3538","電玩",111
"3539","西",111
"3540","加速",111
"3541","扛",111
"3542","常態",111
"3543","四個",111
"3544","西方",111
"3545","威力",111
"3546","手指",111
"3547","丹丹",111
"3548","七天",111
"3549","後代",111
"3550","提名",111
"3551","避免",111
"3552","婦",111
"3553","那邊",111
"3554","大大",111
"3555","油",111
"3556","坪",111
"3557","r",111
"3558","重考",111
"3559","Taiwan",110
"3560","曹",110
"3561","美網",110
"3562","需求",110
"3563","挖礦",110
"3564","魔王",110
"3565","46",110
"3566","滾",110
"3567","軍隊",110
"3568","遠",110
"3569","林子",110
"3570","付",110
"3571","郭文貴",110
"3572","支那人",110
"3573","待遇",110
"3574","院長",110
"3575","電信",110
"3576","用來",110
"3577","百貨公司",110
"3578","鋼",110
"3579","夫婦",110
"3580","追求",110
"3581","Apple",110
"3582","竹",110
"3583","特殊",110
"3584","獨立國家",109
"3585","妻子",109
"3586","咖啡店",109
"3587","衝擊",109
"3588","中信",109
"3589","教室",109
"3590","太高",109
"3591","逢甲",109
"3592","操作",109
"3593","已婚",109
"3594","陰謀",109
"3595","1500",109
"3596","軍艦",109
"3597","楊",109
"3598","國賠",109
"3599","保障",109
"3600","丈夫",109
"3601","強大",109
"3602","校",109
"3603","數字",109
"3604","啟",109
"3605","煙火",109
"3606","酸民",109
"3607","吃掉",109
"3608","國文課",109
"3609","長期",109
"3610","邪教",109
"3611","188",109
"3612","大阪",108
"3613","檢方",108
"3614","懷疑",108
"3615","全聯",108
"3616","罕見",108
"3617","職場",108
"3618","轎車",108
"3619","對台",108
"3620","有名",108
"3621","幹麻",108
"3622","高薪",108
"3623","臺",108
"3624","不變",108
"3625","老二",108
"3626","東",108
"3627","必須",108
"3628","路口",108
"3629","錄影",108
"3630","月入",108
"3631","你家",108
"3632","討",108
"3633","玻璃心",108
"3634","輕",108
"3635","珠",108
"3636","紀念",107
"3637","遊民",107
"3638","心得",107
"3639","提出",107
"3640","宮廟",107
"3641","南投",107
"3642","申訴",107
"3643","以為",107
"3644","不止",107
"3645","宋楚瑜",107
"3646","天假",107
"3647","騙人",107
"3648","優惠",107
"3649","臺灣人",107
"3650","營養",107
"3651","本來",107
"3652","行程",107
"3653","擊敗",107
"3654","洩",107
"3655","強震",107
"3656","老大",107
"3657","淡水",107
"3658","以色列",107
"3659","頂",107
"3660","遼寧",107
"3661","直擊",107
"3662","台中市",107
"3663","標槍",107
"3664","拿掉",107
"3665","打槍",107
"3666","神明",107
"3667","人力",107
"3668","翻牆",106
"3669","逐字",106
"3670","資產",106
"3671","偷偷",106
"3672","馬上",106
"3673","遊覽車",106
"3674","問我",106
"3675","巴西",106
"3676","第三",106
"3677","一度",106
"3678","提醒",106
"3679","前夕",106
"3680","標題",106
"3681","導演",106
"3682","巴黎",106
"3683","動作",106
"3684","謝龍介",106
"3685","失戀",106
"3686","鐵路",106
"3687","國立",106
"3688","節電",106
"3689","槍擊案",106
"3690","校方",105
"3691","男籃",105
"3692","沒錢",105
"3693","花甲",105
"3694","榮",105
"3695","寧願",105
"3696","國慶日",105
"3697","氣炸",105
"3698","豪",105
"3699","急診",105
"3700","曖昧",105
"3701","自拍",105
"3702","母語",105
"3703","哽咽",105
"3704","口交",105
"3705","上吊",105
"3706","再度",105
"3707","一把",105
"3708","和解",105
"3709","民宿",105
"3710","形容",105
"3711","逆向",105
"3712","高手",105
"3713","教學",105
"3714","椅子",105
"3715","淚",105
"3716","屋主",105
"3717","互相",105
"3718","百年",105
"3719","55",105
"3720","軍方",105
"3721","混",105
"3722","債務",105
"3723","寶清",105
"3724","CCR",105
"3725","第一天",105
"3726","禮貌",105
"3727","志工",104
"3728","小組",104
"3729","機器",104
"3730","五年",104
"3731","工程",104
"3732","沙漠",104
"3733","充電",104
"3734","綠能",104
"3735","喇",104
"3736","命",104
"3737","監督",104
"3738","實現",104
"3739","相關",104
"3740","洪",104
"3741","攻",104
"3742","旁",104
"3743","領袖",104
"3744","勢力",104
"3745","展現",104
"3746","公平",104
"3747","反串",104
"3748","公職",104
"3749","福原",104
"3750","驚人",104
"3751","下限",104
"3752","脫離",104
"3753","效果",104
"3754","1200",104
"3755","辨識",104
"3756","台海",104
"3757","可望",104
"3758","周子",104
"3759","鴨",104
"3760","作弊",104
"3761","107",103
"3762","宣示",103
"3763","失誤",103
"3764","胡瓜",103
"3765","好事",103
"3766","亂象",103
"3767","信仰",103
"3768","王世堅",103
"3769","建立",103
"3770","頂樓",103
"3771","發出",103
"3772","殭屍",103
"3773","量",103
"3774","言論",103
"3775","瓦斯",103
"3776","吶",103
"3777","死者",103
"3778","加泰",103
"3779","普通",103
"3780","市議員",103
"3781","四年",103
"3782","華",103
"3783","海邊",103
"3784","群組",103
"3785","電價",103
"3786","山",103
"3787","女團",103
"3788","台人",103
"3789","規模",103
"3790","黃金交叉",103
"3791","周錫瑋",103
"3792","主要",103
"3793","吃火鍋",103
"3794","不禮貌",103
"3795","裸照",103
"3796","乾脆",103
"3797","動物園",103
"3798","草莓",103
"3799","用戶",103
"3800","內湖",103
"3801","亞",103
"3802","玩具",103
"3803","扣",102
"3804","EBD",102
"3805","舊聞",102
"3806","詐欺",102
"3807","特徵",102
"3808","生病",102
"3809","佛",102
"3810","動手",102
"3811","驕傲",102
"3812","館",102
"3813","微軟",102
"3814","杜特蒂",102
"3815","血統",102
"3816","馬來西亞",102
"3817","侯友宜",102
"3818","真心",102
"3819","塑膠",102
"3820","包皮",102
"3821","可能性",102
"3822","反駁",102
"3823","份子",102
"3824","諸葛亮",102
"3825","蹲",102
"3826","調漲",102
"3827","海報",102
"3828","上台",102
"3829","林書豪",102
"3830","談判",102
"3831","熱線",102
"3832","運動會",102
"3833","先生",102
"3834","美好",102
"3835","哪國",102
"3836","格",102
"3837","大潭",102
"3838","可樂",102
"3839","留下",102
"3840","幸運",102
"3841","打爆",102
"3842","期間",102
"3843","表達",102
"3844","請進",102
"3845","雜誌",101
"3846","教官",101
"3847","聘金",101
"3848","人均",101
"3849","邊",101
"3850","究竟",101
"3851","一首歌",101
"3852","五號",101
"3853","樹",101
"3854","高級",101
"3855","雲林",101
"3856","版本",101
"3857","無人機",101
"3858","大立光",101
"3859","條",101
"3860","國籍",101
"3861","基地",101
"3862","勞保",101
"3863","階段",101
"3864","國防",101
"3865","捷克",101
"3866","班上",101
"3867","i8",101
"3868","墜樓",101
"3869","衛",101
"3870","下雨天",101
"3871","農地",101
"3872","落",101
"3873","錯過",101
"3874","網民",100
"3875","乖乖",100
"3876","流",100
"3877","最爛",100
"3878","ㄚ",100
"3879","非法",100
"3880","簡訊",100
"3881","展",100
"3882","中國化",100
"3883","鑰匙",100
"3884","物理",100
"3885","上床",100
"3886","經費",100
"3887","許多",100
"3888","不高",100
"3889","熱褲",100
"3890","男朋友",100
"3891","實習",100
"3892","超跑",100
"3893","高職",100
"3894","做好",100
"3895","銀",100
"3896","公社",100
"3897","自願",100
"3898","廚師",100
